route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message,tts_trip_headsign,tts_trip_short_name
1024,c_24582_b_none_d_0,t_2113637_b_none_tn_4,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113637_b_none_tn_5,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113637_b_none_tn_6,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113637_b_none_tn_7,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113637_b_none_tn_8,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113638_b_none_tn_0,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113640_b_none_tn_8,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113641_b_none_tn_1,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113639_b_none_tn_1,,33rd via Hoboken,1,,p_902145,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113659_b_none_tn_0,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113645_b_none_tn_1,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113645_b_none_tn_2,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113647_b_none_tn_1,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113647_b_none_tn_2,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113647_b_none_tn_3,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113647_b_none_tn_4,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113647_b_none_tn_5,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113647_b_none_tn_6,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113647_b_none_tn_7,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113658_b_none_tn_0,,33rd Street,1,,p_1305101,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_9,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_8,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_7,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_6,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_5,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_49,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113639_b_none_tn_2,,33rd via Hoboken,1,,p_902145,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_48,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_47,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_46,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_45,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_44,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_43,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_42,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_41,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113639_b_none_tn_3,,33rd via Hoboken,1,,p_902145,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113639_b_none_tn_4,,33rd via Hoboken,1,,p_902145,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113635_b_none_tn_0,,33rd via Hoboken,1,,p_902145,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113639_b_none_tn_5,,33rd via Hoboken,1,,p_902145,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_40,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_4,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_39,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_38,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_37,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113639_b_none_tn_6,,33rd via Hoboken,1,,p_902145,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113641_b_none_tn_2,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_36,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_35,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_34,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_33,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_32,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113640_b_none_tn_1,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113640_b_none_tn_2,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113640_b_none_tn_3,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113640_b_none_tn_4,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113640_b_none_tn_5,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113640_b_none_tn_6,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_31,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_30,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_3,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_29,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_28,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_27,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_26,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_25,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_24,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_23,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_22,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_21,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_20,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_2,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_19,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_18,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_17,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_16,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_15,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_14,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_13,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_12,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_11,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_10,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113657_b_none_tn_1,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113656_b_none_tn_0,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113655_b_none_tn_2,,33rd Street,1,,p_1305100,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113655_b_none_tn_1,,33rd Street,1,,p_1305100,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113654_b_none_tn_0,,33rd via Hoboken,1,,p_902145,,,,,,,,,,,,
1024,c_24582_b_none_d_0,t_2113640_b_none_tn_7,,33rd via Hoboken,1,,p_4498,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632416_b_none_tn_0,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_19,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_18,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_17,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_16,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_15,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_14,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_13,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_12,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_11,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_10,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_1,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632368_b_none_tn_2,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632368_b_none_tn_1,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632367_b_none_tn_3,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632367_b_none_tn_2,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632367_b_none_tn_1,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632366_b_none_tn_0,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632376_b_none_tn_0,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632373_b_none_tn_5,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632373_b_none_tn_4,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632373_b_none_tn_3,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632373_b_none_tn_2,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632373_b_none_tn_1,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632372_b_none_tn_2,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632372_b_none_tn_1,,Journal Square via Hoboken,0,,p_902146,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_9,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_8,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_7,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_6,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_5,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_4,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_32,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_31,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632383_b_none_tn_1,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632383_b_none_tn_2,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632383_b_none_tn_3,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632383_b_none_tn_4,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632383_b_none_tn_5,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632383_b_none_tn_6,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632383_b_none_tn_7,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_2,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632417_b_none_tn_1,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632417_b_none_tn_2,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632417_b_none_tn_3,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632417_b_none_tn_4,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632417_b_none_tn_5,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632417_b_none_tn_6,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632417_b_none_tn_7,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632417_b_none_tn_8,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_30,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_3,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_29,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
1024,c_45358_b_none_d_0,t_3632369_b_none_tn_28,,Journal Square via Hoboken,0,,p_4501,,,,,,,,,,,,
